dataset_item_id,route,latency_ms,total_latency_ms,queueing_time_ms,inference_time_ms,exact_match,ground_truth,answer,job_start_ts,inference_start_ts,inference_end_ts,prompt,number_of_words,number_of_characters,experiment_start_time_ms,experiment_end_time_ms,route_strategy,pattern,device_model,cloud_model
410,device,472.20,484.00,12.00,472.00,0,"TRUE","",1765213866070,1765213866082,1765213866554,"Question: is revenge of the mummy a roller coaster
                                        Context: Revenge of the Mummy, officially named Revenge of the Mummy: The Ride, is an enclosed roller coaster based on the Mummy film franchise, located at Universal Studios Florida, Universal Studios Hollywood, and Universal Studios Singapore, using linear induction motors (LIMs) to launch riders from a complete standstill to a top speed of between 40 and 45 mph (64 and 72 km/h) in a matter of seconds. All Revenge of the Mummy roller coasters have a minimum passenger height requirement of 48 inches (120 cm). Two versions of the attraction have the same track layout but different storylines, however the attraction at Universal Studios Hollywood has an original layout and storyline. All three attractions are manufactured by Premier Rides, feature track switches by Dynamic Structures, and are themed by Universal Creative and ITEC Entertainment Corporation. Some of the alternate features of the Singapore version were designed by Adirondack Studios .
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",177,1249,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
411,device,419.80,432.00,12.00,420.00,0,"TRUE","",1765213867072,1765213867084,1765213867504,"Question: do the redskins run a 3-4 defense
                                        Context: After becoming the predominant defensive alignment in the late 1970s-early 1980s, the 3--4 defense declined in popularity over the next two decades, but experienced a resurgence in the 2000s among both professional and college football teams. As of 2017, NFL teams that regularly incorporate the 3--4 defensive alignment scheme as a base include the Green Bay Packers, Oakland Raiders, Los Angeles Rams, Pittsburgh Steelers, Baltimore Ravens, Arizona Cardinals, Indianapolis Colts, Kansas City Chiefs, New York Jets, Washington Redskins, Denver Broncos, Tennessee Titans, Houston Texans, and the Chicago Bears, who used the 3--4 as their base defense for the first time in 2015.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",129,969,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
412,device,236.80,249.00,12.00,237.00,0,"FALSE","",1765213868076,1765213868088,1765213868325,"Question: do the miami dolphins have a real dolphin in their stadium
                                        Context: Flipper was a mascot for the Miami Dolphins from 1966 to 1968. She was situated in a fish tank in the open (east) end of the Orange Bowl, and was trained to jump in the tank when a touchdown or field goal was scored.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",75,532,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
413,device,351.80,363.00,11.00,352.00,0,"TRUE","",1765213869077,1765213869088,1765213869440,"Question: can you use xbox 360 games in the xbox one
                                        Context: The Xbox One gaming console has received updates from Microsoft since its launch in 2013 that enable it to play select games from its two predecessor consoles, Xbox and Xbox 360. On June 15, 2015, backward compatibility with supported Xbox 360 games became available to eligible Xbox Preview program users with a beta update to the Xbox One system software. The dashboard update containing backward compatibility was released publicly on November 12, 2015. On October 24, 2017, another such update added games from the original Xbox library. The following is a list of all backward compatible games on Xbox One under this functionality.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",133,936,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
414,device,283.80,295.00,11.00,284.00,0,"FALSE","",1765213870080,1765213870091,1765213870375,"Question: is courage the cowardly dog still on tv
                                        Context: Courage the Cowardly Dog originally was premiered as a short on February 18, 1996. The show premiered on November 12, 1999 and became the highest-rated premiere in Cartoon Network history at the time. It last aired on November 22, 2002, with 52 episodes produced in four seasons. The series is available for streaming on Boomerang's website. Reruns have aired on Boomerang.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",89,670,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
415,device,543.40,555.00,11.00,544.00,0,"FALSE","",1765213871083,1765213871094,1765213871638,"Question: will there be a season 4 of game shakers
                                        Context: When ordered to series in early 2015, it was planned that the first season would consist of 26 episodes. The cast of the series was announced on July 7, 2015. On July 25, 2015, the network announced some special guest stars, including Matt Bennett, Yvette Nicole Brown, GloZell, Jared ``ProJared'' Knabenbauer, and Smosh Games host David ``Lasercorn'' Moss. On March 2, 2016, Nickelodeon announced that the series had been renewed for a second season. The second season premiered on Nickelodeon on September 17, 2016. Nickelodeon renewed Game Shakers for a third season on November 16, 2016. The third season premiered on Nickelodeon on February 10, 2018. On March 26, 2018, Nickelodeon announced that Game Shakers had been canceled and will end after its third season.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",154,1067,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
416,device,402.10,413.00,11.00,402.00,0,"FALSE","",1765213872091,1765213872102,1765213872504,"Question: is the movie a mountain between us a true story
                                        Context: The Mountain Between Us is a 2017 American drama film directed by Hany Abu-Assad and written by Chris Weitz and J. Mills Goodloe, based on the 2011 novel of the same name by Charles Martin. It stars Idris Elba and Kate Winslet as a surgeon and a journalist, respectively, who survive a plane crash, with a dog, and are stranded in High Uintas Wilderness with injuries and harsh weather conditions. The film premiered on September 9, 2017, at the 2017 Toronto International Film Festival, and was theatrically released in the United States on October 6, 2017, by 20th Century Fox.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",130,884,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
417,device,449.50,460.00,11.00,449.00,0,"FALSE","",1765213873092,1765213873103,1765213873552,"Question: do you have to be an all star to participate in the home run derby
                                        Context: Some notable performances in the Derby include Bobby Abreu in 2005, who won the Derby with a then-record 41 homers, including a then-record 24 in the first round. The first-round record was broken in 2008 by Josh Hamilton, who hit 28 home runs. Though Hamilton's performance was notable for the length of his home runs, he ultimately lost to Justin Morneau in a brief final round. The overall record was broken in 2016 by Giancarlo Stanton, who finished with a total of 61 home runs, defeating Todd Frazier in the final round. Only two participants, Yoenis Céspedes and Giancarlo Stanton, have won the Home Run Derby without being selected to the All-Star game itself.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",149,992,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
418,device,282.20,294.00,12.00,282.00,0,"TRUE","",1765213874093,1765213874105,1765213874387,"Question: is it possible to thunder and lightning while snowing
                                        Context: Thundersnow, also known as a winter thunderstorm or a thundersnowstorm, is an unusual kind of thunderstorm with snow falling as the primary precipitation instead of rain. It typically falls in regions of strong upward motion within the cold sector of an extratropical cyclone. Thermodynamically, it is not different from any other type of thunderstorm, but the top of the cumulonimbus cloud is usually quite low. In addition to snow, graupel, or hail may fall.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",103,771,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
419,device,416.20,426.00,10.00,416.00,0,"TRUE","",1765213875094,1765213875104,1765213875520,"Question: did eric clapton play while my guitar gently weeps
                                        Context: ``While My Guitar Gently Weeps'' is a song by the English rock band the Beatles from their 1968 double album The Beatles (also known as ``the White Album''). It was written by George Harrison, the band's lead guitarist. The song serves as a comment on the disharmony within the Beatles following their return from studying Transcendental Meditation in India in early 1968. This lack of camaraderie was reflected in the band's initial apathy towards the composition, which Harrison countered by inviting his friend and occasional collaborator, Eric Clapton, to contribute to the recording. Clapton overdubbed a lead guitar part, although he was not formally credited for his contribution.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",137,995,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
420,device,266.00,278.00,12.00,266.00,0,"TRUE","",1765213876095,1765213876107,1765213876373,"Question: is red velvet cake chocolate cake with red dye
                                        Context: Red velvet cake is traditionally a red, red-brown, mahogany, maroon, crimson or scarlet colored chocolate layer cake, layered with white cream cheese or ermine icing. The cake is commonly served on Christmas or Valentine's Day. Common modern red velvet cake is made with red dye; the red color was originally due to non-Dutched, anthocyanin-rich cocoa.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",84,656,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
421,device,318.30,330.00,12.00,318.00,0,"FALSE","",1765213877103,1765213877115,1765213877433,"Question: do penalty shoot out goals count in golden boot
                                        Context: A shoot-out is usually considered for statistical purposes to be separate from the match which preceded it. In the case of a two-legged fixture, the two matches are still considered either as two draws or as one win and one loss; in the case of a single match, it is still considered as a draw. This contrasts with a fixture won in extra time, where the score at the end of normal time is superseded. Converted shoot-out penalties are not considered as goals scored by a player for the purposes of their individual records, or for ``golden boot'' competitions.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",128,865,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
422,device,269.40,281.00,12.00,269.00,0,"TRUE","",1765213878107,1765213878119,1765213878388,"Question: does lucas and peyton come back to one tree hill
                                        Context: Haley seeks help from Lucas (guest star Chad Michael Murray) as Nathan makes an escape attempt. Lucas takes Jamie and Lydia out of town to stay with him and Peyton until Haley can find Nathan and bring him home. Brooke comes face-to-face with Xavier who is up for parole. Julian uncovers evidence that assists Dan in his search for Nathan. Clay makes a connection with another patient in rehab.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",99,700,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
423,device,482.00,493.00,11.00,482.00,0,"FALSE","",1765213879108,1765213879119,1765213879601,"Question: is race 3 a continuation of race 2
                                        Context: Race is a series of Indian action-thriller films. The series is directed by Abbas-Mustan, Remo D'Souza and produced by Ramesh S. Taurani, Kumar S. Taurani and Salman Khan under the banner of Tips Industries and Salman Khan Films. The series stars Anil Kapoor and Saif Ali Khan as recurring roles for first 2 films, Race and Race 2. The third film, Race 3 has an unrelated plot. It stars Anil Kapoor, who plays a new role, and Salman Khan. Race 3 received poor reviews from critics, but became the third highest-grossing film . The makers are moving to make Race 4 which will again be a new story that will roll on 2020. The first film is loosely based on the 1998 Hollywood movie Goodbye Lover.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",154,986,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
424,device,414.10,423.00,9.00,414.00,0,"FALSE","",1765213880110,1765213880119,1765213880533,"Question: are they still making new episodes of adventure time
                                        Context: The tenth and final season of Adventure Time, an American animated television series created by Pendleton Ward, premiered on Cartoon Network on September 17, 2017. It is set to conclude on September 3, 2018 and will wrap up the entire animated series. The season was produced by Cartoon Network Studios and Frederator Studios. The season follows the final adventures of Finn, a human boy, and his best friend and adoptive brother Jake, a dog with magical powers to change shape and size at will. Finn and Jake live in the post-apocalyptic Land of Ooo, where they interact with the other main characters of the show: Princess Bubblegum, The Ice King, Marceline the Vampire Queen, Lumpy Space Princess, BMO, and Flame Princess.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",150,1035,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
425,device,357.70,369.00,11.00,358.00,0,"TRUE","",1765213881117,1765213881128,1765213881486,"Question: is 50 to 1 based on a true story
                                        Context: 50 to 1 is a 2014 American drama film based on the true story of Mine That Bird, an undersized thoroughbred racehorse who won the 2009 Kentucky Derby in one of the biggest upsets in the history of the race. The film received a limited release on March 21, 2014. It was directed by Jim Wilson, who also co-wrote the script with Faith Conroy, and stars Skeet Ulrich, Christian Kane and William Devane. Jockey Calvin Borel, who rode Mine that Bird to his upset Derby win, plays himself in the film.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",120,785,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
426,device,394.10,403.00,9.00,394.00,0,"FALSE","",1765213882118,1765213882127,1765213882521,"Question: can a soccer goalie pick up a throw in
                                        Context: Goalkeepers are normally allowed to handle the ball within their own penalty area, and once they have control of the ball in their hands opposition players may not challenge them for it. However the back-pass rule prohibits goalkeepers from handling the ball after it has been deliberately kicked to them by a team-mate, or after receiving it directly from a throw-in taken by a team-mate. Back-passes with parts of the body other than the foot, such as headers, are not prohibited. Despite the popular name ``back-pass rule'', there is no requirement in the laws that the kick or throw-in must be backwards; handling by the goalkeeper is forbidden regardless of the direction the ball travels.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",144,990,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
427,device,275.50,286.00,11.00,275.00,0,"FALSE","",1765213883119,1765213883130,1765213883405,"Question: is the barber of seville the same as sweeney todd
                                        Context: Sweeney Todd: The Demon Barber of Fleet Street is a 1979 musical thriller with music and lyrics by Stephen Sondheim and book by Hugh Wheeler. The musical is based on the 1973 play Sweeney Todd, the Demon Barber of Fleet Street by Christopher Bond.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",74,554,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
428,device,232.20,244.00,11.00,233.00,0,"FALSE","",1765213884121,1765213884132,1765213884365,"Question: is peroxide and hydrogen peroxide the same thing
                                        Context: Aside from hydrogen peroxide, some other major classes of peroxides are these:
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",40,384,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
429,device,460.80,472.00,12.00,460.00,0,"TRUE","",1765213885127,1765213885139,1765213885599,"Question: is flax oil and linseed oil the same
                                        Context: Linseed oil, also known as flaxseed oil or flax oil, is a colourless to yellowish oil obtained from the dried, ripened seeds of the flax plant (Linum usitatissimum). The oil is obtained by pressing, sometimes followed by solvent extraction. Linseed oil is a drying oil, meaning it can polymerize into a solid form. Due to its polymer-forming properties, linseed oil can be used on its own or blended with combinations of other oils, resins or solvents as an impregnator, drying oil finish or varnish in wood finishing, as a pigment binder in oil paints, as a plasticizer and hardener in putty, and in the manufacture of linoleum. Linseed oil use has declined over the past several decades with increased availability of synthetic alkyd resins--which function similarly but resist yellowing.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",157,1084,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
430,device,359.90,372.00,12.00,360.00,0,"TRUE","",1765213886131,1765213886143,1765213886503,"Question: is banaue rice terraces 7 wonders of the world
                                        Context: The Banaue Rice Terraces (Filipino: Hagdan-hagdang Palayan ng Banawe) are terraces that were carved into the mountains of Ifugao in the Philippines by ancestors of the indigenous people. They are frequently called the ``Eight Wonder of the World''. It is commonly thought that the terraces were built with minimal equipment, largely by hand. The terraces are located approximately 1,500 metres (4,900 feet) above sea level. They are fed by an ancient irrigation system from the rainforests above the terraces. It is said that if the steps were put end to end, it would encircle half the globe.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",126,897,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
431,device,425.00,435.00,10.00,425.00,0,"TRUE","",1765213887132,1765213887142,1765213887567,"Question: is canada part of the commonwealth of england
                                        Context: The Commonwealth was first officially formed in 1931 when the Statute of Westminster gave legal recognition to the sovereignty of dominions. Known as the ``British Commonwealth'', the original members were the United Kingdom, Canada, Australia, New Zealand, South Africa, Irish Free State, and Newfoundland, although Australia and New Zealand did not adopt the statute until 1942 and 1947 respectively. In 1949, the London Declaration was signed and marked the birth of the modern Commonwealth and the adoption of its present name. The newest member is Rwanda, which joined on 29 November 2009. The most recent departure was the Maldives, which severed its connection with the Commonwealth on 13 October 2016.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",138,1012,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
432,device,243.80,256.00,12.00,244.00,0,"TRUE","",1765213888137,1765213888149,1765213888393,"Question: is central bank of india a nationalised bank
                                        Context: In 1963, the revolutionary government in Burma nationalized Central Bank of India's operations there, which became People's Bank No. 1.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",48,437,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
433,device,254.60,266.00,11.00,255.00,0,"TRUE","",1765213889138,1765213889149,1765213889404,"Question: will private eyes be renewed for season 3
                                        Context: On September 21, 2017, Global ordered a 12 episode third season set to start production in spring 2018. Shooting has been underway, including at Queens Quay.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",54,456,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
434,device,340.50,352.00,11.00,341.00,0,"FALSE","",1765213890145,1765213890156,1765213890497,"Question: are all xbox games compatible with xbox one
                                        Context: Realizing that game discs for original Xbox consoles could be scarce, Spencer said that plans were in place to make compatible Xbox games available digitally. Spencer also said that such games may also be incorporated into the Xbox Game Pass subscription service. In a later interview, Spencer indicated that the potential library of Xbox titles being playable on Xbox One will be smaller than that currently available from the Xbox 360 library. Spencer noted two reasons for the more limited library were the availability of content rights for the games and the technical difficulties related to the conversion.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",126,913,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
435,device,283.50,295.00,12.00,283.00,0,"FALSE","",1765213891149,1765213891161,1765213891444,"Question: has the u s ever won a world cup
                                        Context: The 21 World Cup tournaments have been won by eight national teams. Brazil have won five times, and they are the only team to have played in every tournament. The other World Cup winners are Germany and Italy, with four titles each; Argentina, France and inaugural winner Uruguay, with two titles each; and England and Spain with one title each.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",89,635,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
436,device,272.40,284.00,12.00,272.00,0,"FALSE","",1765213892150,1765213892162,1765213892434,"Question: is there a such thing as a broken heart
                                        Context: Broken heart (also known as a heartbreak or heartache) is a metaphor for the intense emotional--and sometimes physical--stress or pain one feels at experiencing great longing. The concept is cross-cultural, often cited with reference to a desired or lost lover, and dates back at least 3,000 years.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",76,595,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
437,device,236.60,248.00,11.00,237.00,0,"FALSE","",1765213893155,1765213893166,1765213893403,"Question: is there always a full moon on summer solstice
                                        Context: 2016 was the first time in nearly 70 years that a full moon and the Northern Hemisphere's summer solstice occurred on the same day. The 2016 summer solstice's full moon rose just as the sun set.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",65,498,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
438,device,326.50,338.00,12.00,326.00,0,"TRUE","",1765213894156,1765213894168,1765213894494,"Question: is there more than 9 seasons of heartland
                                        Context: Heartland airs in Canada on the regional CBC channels at 7 pm (7:30 pm in Newfoundland) on Sundays. Beginning April 23, 2017, the 10th season of Heartland airs in the United States on the Up TV network on Sunday evenings at 8:00 pm Eastern. From its first episode the plot focuses on Amy, who inherited her mother's gift of being able to heal abused and damaged horses, after a tragic accident that led to big changes in everyone's lives.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",107,737,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
439,device,319.70,331.00,11.00,320.00,0,"TRUE","",1765213895160,1765213895171,1765213895491,"Question: did the brewers make it to the world series
                                        Context: The team's only World Series appearance came in 1982. After winning the ALCS against the California Angels, the Brewers faced off against the St. Louis Cardinals in the World Series, losing 4--3. In 2011, the Brewers defeated the Arizona Diamondbacks to win the NLDS 3--2, but lost in the NLCS to the eventual World Series champion Cardinals 4--2.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",87,648,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
440,cloud,1311.90,1323.00,12.00,1311.00,0,"TRUE","",1765213896166,1765213896178,1765213897489,"Question: is there such a thing as a fainting goat
                                        Context: The myotonic goat, otherwise known as the fainting goat, is a domestic goat that temporarily seizes when it feels panic. If startled by sudden movements or loud noises, they will attempt to escape from the disturbance, generally followed by a startle reaction. In more severe cases, this reaction results in strong tetanic contractions of the agonist and antagonist muscles, causing an uncontrolled stiffness that may cause the goat to remain ``frozen'' in the position that it was in previous to the attack, or cause it to fall to the ground on its side. During an attack, which may last from 5-20 seconds, the goat can often be picked up without any bending or movement occurring in its body. In the case of goats that are less severely affected with the condition, there may be some minor localized stiffness observed in the legs, however, they are still capable of running away. This behaviour is caused by a hereditary genetic disorder called myotonia congenita. The myotonic goat, similar to humans with congenital myotonia, exhibits no obvious muscle wasting, is rarely incapacitated by the condition, and lives a normal and healthy life span.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",219,1448,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
441,device,322.70,334.00,11.00,323.00,0,"FALSE","",1765213897172,1765213897183,1765213897506,"Question: is there lobster in shrimp with lobster sauce
                                        Context: The sauce itself does not contain any lobster, and may vary in preparation method from place to place or restaurant to restaurant. However, it will typically contain chicken broth, garlic, ginger, fermented black beans, and eggs, and is thickened with cornstarch. Some recipes incorporate ground pork and soy sauce. The color varies from being pale white, to a yellow, mainly depending on how the eggs are incorporated into the sauce; if the eggs are added quickly, the sauce acquires a yellow hue. Lobster sauce in most of New England, where it is a thicker, brown sauce, is the exception.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",127,893,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
442,device,561.70,565.00,3.00,562.00,0,"TRUE","",1765213898180,1765213898183,1765213898745,"Question: can lead dust be absorbed through the eyes
                                        Context: Exposure occurs through inhalation, ingestion or occasionally skin contact. Lead may be taken in through direct contact with mouth, nose, and eyes (mucous membranes), and through breaks in the skin. Tetraethyllead, which was a gasoline additive and is still used in fuels such as aviation fuel, passes through the skin; however inorganic lead found in paint, food, and most lead-containing consumer products is only minimally absorbed through the skin. The main sources of absorption of inorganic lead are from ingestion and inhalation. In adults, about 35--40% of inhaled lead dust is deposited in the lungs, and about 95% of that goes into the bloodstream. Of ingested inorganic lead, about 15% is absorbed, but this percentage is higher in children, pregnant women, and people with deficiencies of calcium, zinc, or iron. Infants may absorb about 50% of ingested lead, but little is known about absorption rates in children.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",175,1227,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
443,device,317.70,329.00,11.00,318.00,0,"TRUE","",1765213899189,1765213899200,1765213899518,"Question: is powder sugar the same as confectioners sugar
                                        Context: Powdered sugar, also called confectioners' sugar, icing sugar, and icing cake, is a finely ground sugar produced by milling granulated sugar into a powdered state. It usually contains a small amount of anti-caking agent to prevent clumping and improve flow. Although most often produced in a factory, powdered sugar can also be made by processing ordinary granulated sugar in a coffee grinder, or by crushing it by hand in a mortar and pestle.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",101,748,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
444,device,302.60,314.00,12.00,302.00,0,"TRUE","",1765213900193,1765213900205,1765213900507,"Question: is there a free period in high school
                                        Context: One special example of a high school period is the free period these typically occur after 15 minutes of being unattended. A free period (often abbreviated to ``free'' and also known as a ``spare'' or ``unstructured'') is generally found in most high schools and colleges. During a free period, a student can either:
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",81,611,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
445,cloud,375.10,386.00,11.00,375.00,0,"TRUE","",1765213901201,1765213901212,1765213901587,"Question: can you grow olives in the united states
                                        Context: Olives are not native to the Americas. Spanish colonists brought the olive to the New World, where its cultivation prospered in present-day Peru and Chile. The first seedlings from Spain were planted in Lima by Antonio de Rivera in 1560. Olive tree cultivation quickly spread along the valleys of South America's dry Pacific coast where the climate was similar to the Mediterranean. Spanish missionaries established the tree in the 18th century in California. It was first cultivated at Mission San Diego de Alcalá in 1769 or later around 1795. Orchards were started at other missions, but in 1838, an inspection found only two olive orchards in California. Cultivation for oil gradually became a highly successful commercial venture from the 1860s onward. In Japan, the first successful planting of olive trees happened in 1908 on Shodo Island, which became the cradle of olive cultivation. An estimated 865 million olive trees are in the world today (as of 2005), and the vast majority of these are found in Mediterranean countries, with traditionally marginal areas accounting for no more than 25% of olive-planted area and 10% of oil production.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",214,1447,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
446,device,464.10,476.00,11.00,465.00,0,"TRUE","",1765213902203,1765213902214,1765213902679,"Question: do you need a membership for bi mart
                                        Context: Like Costco and Sam's Club, Bi-Mart stores are membership stores; unlike those chains, its members-only policy started as a workaround to fair trade laws established in the United States in the 1930s by laws such as the Miller-Tydings Act and those related to suggested retail prices. Thus, the membership for an entire family only costs $5 and never expires.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",87,653,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
